,date,team,player,action,notes
6667,2017-11-03,76ers,Furkan Korkmaz,relinquished,placed on IL
6668,2017-11-03,76ers,Richaun Holmes,acquired,activated from IL
6669,2017-11-03,Cavaliers,Tristan Thompson,relinquished,placed on IL with strained left calf
6670,2017-11-03,Celtics,Marcus Morris,acquired,activated from IL
6671,2017-11-03,Hawks,Malcolm Delaney,relinquished,sprained right ankle (DTD)
6672,2017-11-03,Heat,James Johnson,acquired,returned to lineup
6673,2017-11-03,Hornets,Marcus Paige,relinquished,placed on IL
6674,2017-11-03,Hornets,Michael Carter-Williams,acquired,activated from IL
6675,2017-11-03,Lakers,Andrew Bogut,relinquished,placed on IL with tightness in back
6676,2017-11-03,Lakers,Larry Nance Jr.,relinquished,surgery on left hand/thumb to repair fracture (out indefinitley)
6677,2017-11-03,Lakers,Larry Nance Jr.,relinquished,placed on IL recovering from surgery on left hand/thumb to repair fracture
6678,2017-11-03,Lakers,Luol Deng,acquired,activated from IL
6679,2017-11-03,Magic,Khem Birch,relinquished,placed on IL
6680,2017-11-03,Magic,Jonathan Isaac,acquired,activated from IL
6681,2017-11-03,Mavericks,Gian Clavell,acquired,activated from IL
6682,2017-11-03,Nets,Trevor Booker,relinquished,sore lower back (DTD)
6683,2017-11-03,Pacers,Damien Wilkins,relinquished,placed on IL for personal reasons
6684,2017-11-03,Pacers,Myles Turner,acquired,activated from IL
6685,2017-11-03,Pistons,Jon Leuer,relinquished,placed on IL with sprained left ankle
6686,2017-11-03,Pistons,Luke Kennard,acquired,activated from IL
6687,2017-11-03,Raptors,C.J. Miles,relinquished,placed on IL with flu
6688,2017-11-03,Raptors,Bruno Caboclo,acquired,activated from IL
6689,2017-11-03,Wizards,Otto Porter Jr.,acquired,activated from IL
6690,2017-11-04,Bulls,David Nwaba,relinquished,sprained right ankle (DTD)
6691,2017-11-04,Grizzlies,Ivan Rabb,relinquished,placed on IL
6692,2017-11-04,Grizzlies,Kobi Simmons,relinquished,placed on IL
6693,2017-11-04,Grizzlies,Mike Conley Jr.,acquired,returned to lineup
6694,2017-11-04,Hawks,Mike Muscala,relinquished,sprained left ankle (DTD)
6695,2017-11-04,Kings,George Hill,relinquished,placed on IL for personal reasons
6696,2017-11-04,Kings,Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,acquired,activated from IL
6697,2017-11-04,Pacers,T.J. Leaf,relinquished,sprained left ankle (DTD)
6698,2017-11-04,Warriors,Shaun Livingston,relinquished,placed on IL
6699,2017-11-04,Warriors,Kevon Looney,acquired,activated from IL
6700,2017-11-04,Grizzlies,Wayne Selden Jr.,acquired,activated from IL
6701,2017-11-04,Grizzlies,Wayne Selden Jr.,relinquished,right quadricep injury (DTD)
6702,2017-11-05,Bullets,Marion Hillard,acquired,activated from IL
6703,2017-11-05,Bulls,Bobby Portis,acquired,reinstated from suspension
6704,2017-11-05,Heat,Dion Waiters,relinquished,placed on IL for personal reasons
6705,2017-11-05,Hornets,Michael Carter-Williams,acquired,activated from IL
6706,2017-11-05,Lakers,Luol Deng,relinquished,placed on IL
6707,2017-11-05,Lakers,Thomas Bryant,acquired,activated from IL
6708,2017-11-05,Lakers,Vander Blue,acquired,activated from IL
6709,2017-11-05,Pacers,T.J. Leaf,relinquished,placed on IL with sprained left ankle
6710,2017-11-05,Pacers,Damien Wilkins,acquired,activated from IL
6711,2017-11-05,Raptors,Alfonzo McKinnie,relinquished,placed on IL
6712,2017-11-05,Raptors,C.J. Miles,acquired,activated from IL
6713,2017-11-05,Spurs,Derrick White,relinquished,placed on IL with fractured right wrist
6714,2017-11-05,Suns,Eric Bledsoe,relinquished,"fined $10,000 by NBA for comments posted on Twitter saying he wanted to be traded"
6715,2017-11-05,Wizards,John Wall (Hildred),relinquished,placed on IL with sprained left shoulder
6716,2017-11-05,Heat,Derrick Walton Jr.,acquired,activated from IL
6717,2017-11-06,76ers,Jerryd Bayless,relinquished,bruised left wrist (DTD)
6718,2017-11-06,Celtics,Marcus Morris,relinquished,placed on IL with rehab of left knee
6719,2017-11-06,Clippers,Danilo Gallinari,relinquished,strained left gluteus muscle (DTD)
6720,2017-11-06,Hawks,Mike Muscala,relinquished,placed on IL with sprained left ankle
6721,2017-11-06,Hawks,Malcolm Delaney,acquired,returned to lineup
6722,2017-11-06,Nets,Jarrett Allen,relinquished,placed on IL with strained left foot
6723,2017-11-06,Nets,Quincy Acy,acquired,activated from IL
6724,2017-11-06,Warriors,David West,relinquished,placed on IL for rest
6725,2017-11-06,Warriors,Shaun Livingston,acquired,activated from IL
6726,2017-11-06,Celtics,Jabari Bird,acquired,activated from IL
6727,2017-11-07,76ers,Joel Embiid,relinquished,placed on IL for rest
6728,2017-11-07,76ers,Richaun Holmes,acquired,activated from IL
6729,2017-11-07,Bulls,David Nwaba,relinquished,placed on IL with sprained right ankle
6730,2017-11-07,Bulls,Antonio Blakeney,acquired,activated from IL
6731,2017-11-07,Bulls,Bobby Portis,acquired,activated from IL
6732,2017-11-07,Cavaliers,Iman Shumpert,acquired,activated from IL
6733,2017-11-07,Grizzlies,Wayne Selden Jr.,relinquished,right thigh injury (DTD)
6734,2017-11-07,Hornets,Dwight Howard,relinquished,"fined $25,000 by NBA for making an obscene gesture towards a fan during game"
6735,2017-11-07,Hornets,Michael Kidd-Gilchrist,relinquished,personal reasons (DTD)
6736,2017-11-07,Kings,Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,relinquished,placed on IL
6737,2017-11-07,Kings,George Hill,acquired,activated from IL
6738,2017-11-07,Mavericks,Gian Clavell,relinquished,placed on IL
6739,2017-11-07,Mavericks,Dorian Finney-Smith,acquired,activated from IL
6740,2017-11-07,Nets,Rondae Hollis-Jefferson,relinquished,bruised right hip (DTD)
6741,2017-11-07,Nets,Trevor Booker,relinquished,placed on IL with sore lower back
6742,2017-11-07,Pacers,Domantas Sabonis / Domas Sabonis,relinquished,placed on IL with bruised right calf
6743,2017-11-07,Pacers,T.J. Leaf,acquired,activated from IL
6744,2017-11-07,Wizards,John Wall (Hildred),acquired,activated from IL
6745,2017-11-07,Raptors,Bruno Caboclo,relinquished,placed on IL
6746,2017-11-07,Nets,Isaiah Whitehead,acquired,activated from IL
6747,2017-11-07,Raptors,Alfonzo McKinnie,acquired,activated from IL
6748,2017-11-08,Celtics,Al Horford,relinquished,placed on IL with concussion
6749,2017-11-08,Celtics,Jabari Bird,relinquished,placed on IL
6750,2017-11-08,Celtics,Marcus Morris,acquired,activated from IL
6751,2017-11-08,Heat,Tyler Johnson,relinquished,placed on IL with illness
6752,2017-11-08,Heat,Dion Waiters,acquired,activated from IL
6753,2017-11-08,Knicks,Kristaps Porzingis,relinquished,placed on IL with sprained left ankle
6754,2017-11-08,Knicks,Mindaugas Kuzminskas,acquired,activated from IL
6755,2017-11-08,Lakers,Thomas Bryant,relinquished,placed on IL
6756,2017-11-08,Lakers,Andrew Bogut,acquired,activated from IL
6757,2017-11-08,Magic,D.J. Augustine,relinquished,placed on IL with strained left hamstring (DTD)
6758,2017-11-08,Magic,Elfrid Payton,acquired,activated from IL
6759,2017-11-08,Pistons,Stanley Johnson,relinquished,placed on IL with left hip flexor injury
6760,2017-11-08,Pistons,Luis Montero,acquired,activated from IL
6761,2017-11-08,Suns,Tyson Chandler,relinquished,back spasms (DTD)
6762,2017-11-08,Thunder,Billy Donovan,relinquished,"fined as head coach $15,000 by NBA for publically criticizing referees after game"
6763,2017-11-08,Thunder,Paul George,relinquished,"fined $15,000 by NBA for publically criticizing the referees after game"
6764,2017-11-08,Thunder,Russell Westbrook,relinquished,"fined $15,000 by NBA for publically criticizing the referees after game"
6765,2017-11-08,Warriors,Kevin Durant,relinquished,placed on IL with bruised left thigh
6766,2017-11-08,Warriors,David West,acquired,activated from IL
6767,2017-11-09,76ers,Jerryd Bayless,relinquished,placed on IL with bruised left wrist
6768,2017-11-09,76ers,Furkan Korkmaz,acquired,activated from IL
6769,2017-11-09,76ers,Joel Embiid,acquired,activated from IL
6770,2017-11-09,Blazers,C.J. Wilcox,relinquished,surgery on right knee (date approximate)
6771,2017-11-09,Bucks,Jason Kidd,relinquished,"fined as head coach $15,000 by NBA for publically criticizing the referees following game"
6772,2017-11-09,Cavaliers,Derrick Rose,relinquished,placed on IL with sprained left ankle
6773,2017-11-09,Clippers,Patrick Beverley,relinquished,sore right knee (DTD)
6774,2017-11-09,Kings,Vince Carter,relinquished,placed on IL with kidney stone
6775,2017-11-09,Nuggets,Tyler Lydon,relinquished,placed on IL with ankle injury
6776,2017-11-09,Raptors,Alfonzo McKinnie,relinquished,placed on IL
6777,2017-11-09,Rockets,Luc Richard Mbah a Moute / Luc Mbah a Moute,relinquished,knee injury (DTD)
6778,2017-11-10,76ers,Nik Stauskas,relinquished,sprained right ankle (DTD)
6779,2017-11-10,Bucks,Mirza Teletovic,relinquished,placed on IL with sore left knee
6780,2017-11-10,Bucks,Sterling Brown,relinquished,placed on IL
6781,2017-11-10,Bucks,Joel Bolomboy,acquired,activated from IL
6782,2017-11-10,Bulls,Antonio Blakeney,relinquished,placed on IL
6783,2017-11-10,Celtics,Jabari Bird,acquired,activated from IL
6784,2017-11-10,Clippers,Patrick Beverley,relinquished,placed on IL with sore right knee
6785,2017-11-10,Clippers,C.J. Williams,acquired,activated from IL
6786,2017-11-10,Hawks,Ersan Ilyasova,acquired,activated from IL
6787,2017-11-10,Heat,Derrick Walton Jr.,relinquished,placed on IL
6788,2017-11-10,Heat,Tyler Johnson,acquired,activated from IL
6789,2017-11-10,Hornets,Treveon Graham,relinquished,bruised right quadriceps (DTD)
6790,2017-11-10,Hornets,Michael Kidd-Gilchrist,acquired,returned to lineup
6791,2017-11-10,Magic,Wesley Iwundu / Wes Iwundu,relinquished,placed on IL
6792,2017-11-10,Nets,Trevor Booker,relinquished,sore lower back (DTD)
6793,2017-11-10,Nets,Tyler Zeller,relinquished,placed on IL with illness
6794,2017-11-10,Nets,Rondae Hollis-Jefferson,acquired,returned to lineup
6795,2017-11-10,Nets,Trevor Booker,acquired,activated from IL
6796,2017-11-10,Pacers,Alex Poythress,relinquished,placed on IL
6797,2017-11-10,Pacers,Domantas Sabonis / Domas Sabonis,acquired,activated from IL
6798,2017-11-10,Spurs,Darrun Hilliard,relinquished,placed on IL
6799,2017-11-10,Suns,Greg Monroe,relinquished,placed on IL with strained left calf
6800,2017-11-10,Suns,Tyson Chandler,relinquished,placed on IL with back spasms
6801,2017-11-10,Thunder,Steven Adams,relinquished,placed on IL with bruised right calf
6802,2017-11-10,Thunder,Kyle Singler,acquired,activated from IL
6803,2017-11-11,76ers,Nik Stauskas,relinquished,placed on IL with sprained right ankle
6804,2017-11-11,76ers,James Michael McAdoo / James McAdoo (Michael),acquired,activated from IL
6805,2017-11-11,Grizzlies,Ben McLemore,acquired,activated from IL
6806,2017-11-11,Hawks,Ersan Ilyasova,relinquished,placed on IL with bone bruise
6807,2017-11-11,Hawks,DeAndre' Bembry / DeAndre Bembry,acquired,activated from IL
6808,2017-11-11,Jazz,Rudy Gobert,relinquished,bruised tibia in right leg (DTD)
6809,2017-11-11,Kings,Harry Giles,relinquished,placed on IL recovering from surgery / rehab of knees (out for season)
6810,2017-11-11,Knicks,Mindaugas Kuzminskas,relinquished,placed on IL
6811,2017-11-11,Knicks,Kristaps Porzingis,acquired,activated from IL
6812,2017-11-11,Magic,Elfrid Payton,relinquished,sore left hamstring (DTD)
6813,2017-11-11,Nets,Spencer Dinwiddie,relinquished,placed on IL with tightness in right hamstring
6814,2017-11-11,Nets,Tyler Zeller,acquired,activated from IL
6815,2017-11-11,Nuggets,Gary Harris,relinquished,placed on IL with sore right shoulder
6816,2017-11-11,Nuggets,Juancho Hernangomez / Juan Hernangomez,acquired,activated from IL
6817,2017-11-11,Pelicans,Tony Allen,relinquished,left knee inflammation (DTD)
6818,2017-11-11,Rockets,Luc Richard Mbah a Moute / Luc Mbah a Moute,acquired,returned to lineup
6819,2017-11-11,Spurs,Danny Green,relinquished,placed on IL for rest
6820,2017-11-11,Spurs,Emanuel Ginobili / Manu Ginobili,relinquished,rest (DTD)
6821,2017-11-11,Spurs,Darrun Hilliard,acquired,activated from IL
6822,2017-11-11,Spurs,Matt Costello,acquired,activated from IL
6823,2017-11-11,Suns,Derrick Jones Jr.,relinquished,placed on IL
6824,2017-11-11,Suns,Jared Dudley,relinquished,placed on IL with sprained right knee
6825,2017-11-11,Suns,Alec Peters,acquired,activated from IL
6826,2017-11-11,Suns,Tyson Chandler,acquired,activated from IL
6827,2017-11-11,Timberwolves,Cole Aldrich,relinquished,sprained left ankle (DTD)
6828,2017-11-11,Timberwolves,Gorgui Dieng,relinquished,sprained right index finger (DTD)
6829,2017-11-11,Warriors,Andre Iguodala,relinquished,placed on IL for rest
6830,2017-11-11,Warriors,Kevin Durant,acquired,activated from IL
6831,2017-11-11,Grizzlies,Wayne Selden Jr.,acquired,returned to lineup
6832,2017-11-12,Celtics,Kyrie Irving,relinquished,placed on IL with minor facial fracture
6833,2017-11-12,Celtics,Al Horford,acquired,activated from IL
6834,2017-11-12,Magic,Jonathan Isaac,relinquished,sprained right ankle (DTD)
6835,2017-11-12,Mavericks,Devin Harris,relinquished,placed on IL with bruised ribs
6836,2017-11-12,Mavericks,Gian Clavell,acquired,activated from IL
6837,2017-11-12,Nets,D'Angelo Russell,relinquished,bruised left knee (DTD)
6838,2017-11-12,Raptors,Alfonzo McKinnie,relinquished,placed on IL
6839,2017-11-12,Rockets,Nene / Nene Hilario / Maybyner Hilario,relinquished,sore ankle (DTD)
6840,2017-11-12,Thunder,Carmelo Anthony,relinquished,sore lower back (DTD)
6841,2017-11-13,76ers,Jahlil Okafor,relinquished,placed on IL with upper respiratory infection
6842,2017-11-13,Grizzlies,Deyonta Davis,relinquished,placed on IL
6843,2017-11-13,Grizzlies,Vincent Hunter / Vince Hunter,acquired,activated from IL
6844,2017-11-13,Hawks,DeAndre' Bembry / DeAndre Bembry,relinquished,placed on IL recovering from surgery on right wrist to repair fracture
6845,2017-11-13,Hawks,Tyler Dorsey,relinquished,placed on IL
6846,2017-11-13,Jazz,Rudy Gobert,relinquished,placed on IL with bruised tibia in right leg
6847,2017-11-13,Kings,Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,acquired,activated from IL
6848,2017-11-13,Knicks,Joakim Noah,acquired,reinstated from suspension
6849,2017-11-13,Magic,Jonathan Isaac,relinquished,sprained right ankle (DTD)
6850,2017-11-13,Pelicans,Rajon Rondo,acquired,activated from IL
6851,2017-11-13,Suns,Alec Peters,relinquished,placed on IL
6852,2017-11-13,Warriors,Jordan Bell,relinquished,placed on IL
6853,2017-11-13,Warriors,Stephen Curry,relinquished,placed on IL with bruised right thigh
6854,2017-11-13,Warriors,Andre Iguodala,acquired,activated from IL
6855,2017-11-13,Jazz,Nate Wolters,acquired,activated from IL
6856,2017-11-13,Warriors,Quinn Cook,acquired,activated from IL
6857,2017-11-13,Knicks,Ron Baker,relinquished,shoulder injury (DTD)
6858,2017-11-14,Celtics,Jabari Bird,relinquished,placed on IL
6859,2017-11-14,Celtics,Kyrie Irving,acquired,activated from IL
6860,2017-11-14,Grizzlies,JaMychal Green,acquired,activated from IL
6861,2017-11-14,Heat,Okaro White,relinquished,fractured left foot (out indefinitely)
6862,2017-11-14,Mavericks,Dorian Finney-Smith,relinquished,placed on IL with tendinitis in left knee/quadriceps
6863,2017-11-14,Nets,D'Angelo Russell,relinquished,placed on IL with bruised left knee
6864,2017-11-14,Nets,Jacob Wiley / Jake Wiley,relinquished,placed on IL
6865,2017-11-14,Nets,Jarrett Allen,acquired,activated from IL
6866,2017-11-14,Nets,Spencer Dinwiddie,acquired,activated from IL
6867,2017-11-14,Raptors,Norman Powell,relinquished,placed on IL with right hip pointer
6868,2017-11-14,Rockets,Nene / Nene Hilario / Maybyner Hilario,relinquished,sprained right foot (DTD)
6869,2017-11-14,Spurs,Darrun Hilliard,relinquished,placed on IL
6870,2017-11-14,Spurs,Matt Costello,relinquished,placed on IL
6871,2017-11-14,Spurs,Danny Green,acquired,activated from IL
6872,2017-11-14,Spurs,Emanuel Ginobili / Manu Ginobili,acquired,returned to lineup
6873,2017-11-14,Spurs,Joffrey Lauvergne,acquired,activated from IL
6874,2017-11-15,76ers,James Michael McAdoo / James McAdoo (Michael),relinquished,placed on IL
6875,2017-11-15,76ers,Jahlil Okafor,acquired,activated from IL
6876,2017-11-15,Blazers,Meyers Leonard,acquired,activated from IL
6877,2017-11-15,Bucks,Matthew Dellavedova,relinquished,left knee tendinitis (DTD)
6878,2017-11-15,Bucks,Gary Payton II,acquired,activated from IL
6879,2017-11-15,Bulls,Justin Holiday,relinquished,personal reasons (DTD)
6880,2017-11-15,Bulls,Antonio Blakeney,acquired,activated from IL
6881,2017-11-15,Grizzlies,Mike Conley Jr.,relinquished,placed on IL with sore left Achilles (out for season)
6882,2017-11-15,Hawks,Ersan Ilyasova,acquired,activated from IL
6883,2017-11-15,Heat,Tyler Johnson,acquired,activated from IL
6884,2017-11-15,Hornets,Treveon Graham,relinquished,placed on IL with bruised right quadriceps
6885,2017-11-15,Hornets,Nicolas Batum,acquired,activated from IL
6886,2017-11-15,Jazz,Nate Wolters,relinquished,placed on IL
6887,2017-11-15,Lakers,Ivica Zubac,relinquished,placed on IL
6888,2017-11-15,Lakers,Josh Hart,relinquished,placed on IL
6889,2017-11-15,Lakers,Thomas Bryant,acquired,activated from IL
6890,2017-11-15,Magic,Jonathan Isaac,relinquished,sprained right ankle (DTD)
6891,2017-11-15,Pacers,Ike Anigbogu,relinquished,placed on IL
6892,2017-11-15,Pacers,Alex Poythress,acquired,activated from IL
6893,2017-11-15,Pelicans,Charles Cooke,acquired,activated from IL
6894,2017-11-15,Pelicans,Jalen Jones,acquired,activated from IL
6895,2017-11-15,Pistons,Henry Ellenson,relinquished,placed on IL
6896,2017-11-15,Pistons,Luis Montero,relinquished,placed on IL
6897,2017-11-15,Pistons,Jon Leuer,acquired,activated from IL
6898,2017-11-15,Pistons,Stanley Johnson,acquired,activated from IL
6899,2017-11-15,Thunder,Kyle Singler,relinquished,placed on IL
